user_id,timestamp,session_id,session_count,engagement_tag
user-62,1521157688385,33,34,eu
user-62,1521183722066,34,35,eu
user-62,1521193049229,34,35,eu
user-62,1521202188273,34,35,eu
user-62,1521206383985,34,35,eu
user-62,1521231345687,35,36,eu
user-62,1521247351960,36,37,eu
user-62,1521264717202,37,38,eu
user-62,1521266963260,37,38,eu
user-62,1521305359377,38,39,eu
user-62,1521312182141,38,39,eu
user-62,1521315448394,38,39,eu
user-62,1521317997382,38,39,eu
user-62,1521337390584,39,40,eu
user-62,1521391314848,40,41,eu
user-62,1521398296693,40,41,eu
user-62,1521400111148,40,41,eu
user-62,1521418790052,41,42,eu
user-62,1521462587725,42,43,eu
user-62,1521475683446,42,43,eu
user-62,1521482889014,42,43,eu
user-62,1521487006750,42,43,eu
user-62,1521491068833,42,43,eu
user-62,1521498516303,42,43,eu
user-62,1521502628032,42,43,eu
user-62,1521532111756,43,44,eu
user-62,1521537219699,43,44,eu
user-62,1521541927371,43,44,eu
user-62,1521557865575,44,45,eu
user-62,1521564412959,44,45,eu
user-62,1521568522334,44,45,eu
user-62,1521569660412,44,45,eu
user-62,1521570203059,44,45,eu
user-62,1521580482943,44,45,eu
user-62,1521592468884,44,45,eu
user-62,1521602900698,44,45,eu
user-62,1521615265785,44,45,eu
user-62,1521621259878,44,45,eu
user-62,1521678318134,45,45,eu
user-62,1521694266780,46,46,eu
user-62,1521705506580,46,46,eu
user-62,1521735808301,47,46,eu
user-62,1521765314177,48,46,eu
user-62,1521767564929,48,46,eu
user-62,1521812827167,49,45,eu
user-62,1521828065418,50,46,eu
user-62,1521830723732,50,46,eu
user-62,1521833880802,50,46,eu
user-62,1521846266751,50,46,eu
user-62,1521850421580,50,46,eu
user-62,1521875824604,51,46,eu
user-62,1521889936142,51,46,eu
user-62,1521890304279,51,46,eu
user-62,1521902881084,51,46,eu
user-62,1521911666298,51,45,eu
user-62,1521949502583,52,44,eu
user-62,1521974885581,53,45,eu
user-62,1521982275683,53,45,eu
user-62,1521983010239,53,45,eu
user-62,1521990428916,53,44,eu
user-62,1521990830213,53,44,eu
user-62,1521995375490,53,44,eu
user-62,1522007937758,53,44,eu
user-62,1522019255014,53,43,eu
user-62,1522022010334,53,43,eu
user-62,1522030852589,53,43,eu
user-62,1522038403527,53,43,eu
user-62,1522067173432,54,43,eu
user-62,1522085570113,55,44,eu
user-62,1522087598819,55,44,eu
user-62,1522113703536,56,44,eu
user-62,1522115628753,56,44,eu
user-62,1522131117305,57,45,eu
user-62,1522133502919,57,44,eu
user-62,1522139976991,57,44,eu
user-62,1522140877035,57,44,eu
user-62,1522169116842,58,45,eu
user-62,1522169205525,58,45,eu
user-62,1522179438138,58,45,eu
user-62,1522194855175,59,46,eu
user-62,1522202353420,59,46,eu
user-62,1522216855879,60,46,eu
user-62,1522218183047,60,46,eu
user-62,1522237338847,61,46,eu
user-62,1522242996102,61,46,eu
user-62,1522252049178,61,46,eu
user-62,1522257594324,61,45,eu
user-62,1522266958106,61,45,eu
user-62,1522290274989,62,46,eu
user-62,1522293559720,62,46,eu
user-62,1522331379795,63,46,eu
user-62,1522336983806,63,45,eu
user-62,1522373754593,64,45,eu
user-62,1522376029911,64,45,eu
user-62,1522388424478,64,45,eu
user-62,1522428818028,65,45,eu
user-62,1522434416579,65,45,eu
user-62,1522465561348,66,44,eu
user-62,1522466693662,66,44,eu
user-62,1522471961445,66,44,eu
user-62,1522475840227,66,44,eu
user-62,1522512280854,67,44,eu
user-62,1522556806378,68,44,eu
user-62,1522583129188,69,44,eu
user-62,1522586869232,69,44,eu
user-62,1522631690168,70,44,eu
user-62,1522637722618,70,44,eu
user-62,1522639629294,70,44,eu
user-62,1522662768533,71,44,eu
user-62,1522668890734,71,44,eu
user-62,1522674813575,71,43,eu
user-62,1522690699164,72,44,eu
user-62,1522692511398,72,44,eu
user-62,1522706793444,72,44,eu
user-62,1522720640276,72,43,eu
user-62,1522721181513,72,43,eu
user-62,1522722846324,72,43,eu
user-62,1522741556270,73,44,eu
user-62,1522756382246,74,45,eu
user-62,1522777315747,75,46,eu
user-62,1522786337232,75,46,eu
user-62,1522804188722,76,46,eu
user-62,1522810234472,76,46,eu
user-62,1522823481413,76,45,eu
user-62,1522827414256,76,45,eu
user-62,1522848561812,77,46,eu
user-62,1522849081828,77,46,eu
user-62,1522854121872,77,46,eu
user-62,1522869587673,78,47,eu
user-62,1522873050296,78,46,eu
user-62,1522880382094,78,46,eu
user-62,1522891298861,78,45,eu
user-62,1522897089552,78,45,eu
user-62,1522929629861,79,46,eu
user-62,1522935519263,79,45,eu
user-62,1522938302633,79,45,eu
user-62,1522944665170,79,45,eu
user-62,1522967955438,80,45,eu
user-62,1522968164957,80,45,eu
user-62,1523002640245,81,44,eu
user-62,1523012974806,81,44,eu
user-62,1523014580786,81,44,eu
user-62,1523014588516,81,44,eu
user-62,1523016610636,81,44,eu
user-62,1523031609857,82,45,eu
user-62,1523046575994,83,45,eu
user-62,1523063338922,84,46,eu
user-62,1523065785743,84,45,eu
user-62,1523068890746,84,45,eu
user-62,1523074785827,84,45,eu
user-62,1523092482761,85,46,eu
user-62,1523106850619,85,46,eu
user-62,1523126102113,86,47,eu
user-62,1523126430926,86,47,eu
user-62,1523196527524,87,46,eu
user-62,1523200146375,87,46,eu
user-62,1523200937429,87,46,eu
user-62,1523204210374,87,46,eu
user-62,1523234843431,88,46,eu
user-62,1523247982345,88,46,eu
user-62,1523260089552,88,46,eu
user-62,1523271296796,88,45,eu
user-62,1523275090829,88,45,eu
user-62,1523293367266,89,46,eu
user-62,1523294133372,89,46,eu
user-62,1523306898105,89,46,eu
user-62,1523323837040,90,47,eu
user-62,1523349368715,91,47,eu
user-62,1523352766351,91,47,eu
user-62,1523353315491,91,47,eu
user-62,1523377358686,92,48,eu
user-62,1523389075565,92,48,eu
user-62,1523395606275,92,48,eu
user-62,1523444874123,93,47,eu
user-62,1523477053734,94,47,eu
user-62,1523484103523,94,47,eu
user-62,1523496347129,94,46,eu
user-62,1523503179813,94,46,eu
user-62,1523514381973,94,46,eu
user-62,1523519771399,94,46,eu
user-62,1523522076339,94,46,eu
user-62,1523530953380,94,46,eu
user-62,1523536550530,94,46,eu
user-62,1523581211261,95,45,eu
user-62,1523596280746,96,46,eu
user-62,1523597733890,96,46,eu
user-62,1523611444127,96,46,eu
user-62,1523617979150,96,46,eu
user-62,1523625727000,96,46,eu
user-62,1523628846591,96,46,eu
user-62,1523640132510,96,45,eu
user-62,1523651739594,96,45,eu
user-62,1523666281131,97,46,eu
user-62,1523667794424,97,46,eu
user-62,1523675827218,97,46,eu
user-62,1523702806796,98,46,eu
user-62,1523704525776,98,46,eu
user-62,1523712720275,98,46,eu
user-62,1523718677704,98,46,eu
user-62,1523751485423,99,47,eu
user-62,1523759957012,99,47,eu
user-62,1523764962156,99,47,eu
user-62,1523814940469,100,46,eu
user-62,1523817966915,100,45,eu
user-62,1523855162689,101,45,eu
user-62,1523868716437,101,45,eu
user-62,1523885995214,102,45,eu
user-62,1523895356252,102,45,eu
user-62,1523906813689,102,45,eu
user-62,1523909407590,102,44,eu
user-62,1523928719721,103,45,eu
user-62,1523929529018,103,45,eu
user-62,1523988361764,104,44,eu
user-62,1524012776526,105,44,eu
user-62,1524016717795,105,44,eu
user-62,1524016953872,105,44,eu
user-62,1524019275376,105,44,eu
user-62,1524019917231,105,44,eu
user-62,1524025133510,105,43,eu
user-62,1524025624249,105,43,eu
user-62,1524033667081,105,43,eu
user-62,1524052195955,106,44,eu
user-62,1524077666525,107,44,eu
user-62,1524100789457,108,45,eu
user-62,1524100941228,108,45,eu
user-62,1524105872453,108,45,eu
user-62,1524133890350,109,45,eu
user-62,1524148777036,110,46,eu
user-62,1524156362141,110,46,eu
user-62,1524162065749,110,46,eu
user-62,1524162702544,110,45,eu
user-62,1524164297905,110,45,eu
user-62,1524178692096,110,45,eu
user-62,1524182099147,110,45,eu
user-62,1524183337222,110,45,eu
user-62,1524198830402,111,46,eu
user-62,1524224593004,112,46,eu
user-62,1524235182302,112,46,eu
user-62,1524237074094,112,46,eu
user-62,1524237329003,112,46,eu
user-62,1524251264740,112,45,eu
user-62,1524266972391,113,46,eu
user-62,1524280347770,113,46,eu
user-62,1524305539924,114,46,eu
user-62,1524305705664,114,46,eu
user-62,1524314240823,114,46,eu
user-62,1524325324741,114,45,eu
user-62,1524342216111,115,46,eu
user-62,1524353096814,115,46,eu
user-62,1524360732080,115,46,eu
user-62,1524363819721,115,46,eu
user-62,1524378066809,115,45,eu
user-62,1524387127119,115,45,eu
user-62,1524430083421,116,45,eu
user-62,1524436008167,116,45,eu
user-62,1524457209379,117,45,eu
user-62,1524459274252,117,45,eu
user-62,1524469784200,117,44,eu
user-62,1524474719368,117,44,eu
user-62,1524491469919,118,44,eu
user-62,1524503740769,118,44,eu
user-62,1524521436413,119,44,eu
user-62,1524522628394,119,44,eu
user-62,1524529000651,119,44,eu
user-62,1524538669947,119,44,eu
user-62,1524548982101,119,44,eu
user-62,1524560791947,119,43,eu
user-62,1524572448295,119,43,eu
user-62,1524612664508,120,43,eu
user-62,1524623932244,120,43,eu
user-62,1524631021770,120,42,eu
user-62,1524637930696,120,42,eu
user-62,1524642772154,120,42,eu
user-62,1524659596580,121,43,eu
user-62,1524672044252,121,43,eu
user-62,1524705726182,122,42,eu
user-62,1524715272491,122,42,eu
user-62,1524720904369,122,42,eu
user-62,1524757975429,123,42,eu
user-62,1524776721534,124,41,eu
user-62,1524792675750,125,42,eu
user-62,1524798672098,125,42,eu
user-62,1524809739500,125,41,eu
user-62,1524819648279,125,41,eu
user-62,1524835276979,126,41,eu
user-62,1524843956137,126,41,eu
user-62,1524851360395,126,41,eu
user-62,1524853929044,126,41,eu
user-62,1524891838800,127,41,eu
user-62,1524897082041,127,41,eu
user-62,1524897157102,127,41,eu
user-62,1524906406447,127,41,eu
user-62,1524912835802,127,41,eu
user-62,1524919060789,127,41,eu
user-62,1524922896875,127,41,eu
user-62,1524923981725,127,41,eu
user-62,1524941379968,128,41,eu
user-62,1524944455867,128,41,eu
user-62,1524963434280,129,42,eu
user-62,1525009249233,130,42,eu
user-62,1525009994606,130,42,eu
user-62,1525022854388,130,42,eu
user-62,1525051431992,131,42,eu
user-62,1525051592161,131,42,eu
user-62,1525056735819,131,41,eu
user-62,1525091543647,132,41,eu
user-62,1525098023495,132,41,eu
user-62,1525114859774,133,42,eu
user-62,1525115005029,133,42,eu
user-62,1525149135181,134,42,eu
user-62,1525150896047,134,42,eu
user-62,1525152926025,134,42,eu
user-62,1525157225937,134,42,eu
user-62,1525174007174,135,42,eu
user-62,1525202982273,136,43,eu
user-62,1525204156155,136,43,eu
user-62,1525208625356,136,43,eu
user-62,1525210478714,136,43,eu
user-62,1525255207783,137,44,eu
user-62,1525288932496,138,44,eu
user-62,1525306409736,139,45,eu
user-62,1525306920988,139,45,eu
user-62,1525307723022,139,45,eu
user-62,1525318870946,139,44,eu
user-62,1525326032361,139,44,eu
user-62,1525327317297,139,44,eu
user-62,1525331293934,139,44,eu
user-62,1525339984641,139,44,eu
user-62,1525378199035,140,45,eu
user-62,1525399690452,141,45,eu
user-62,1525403142379,141,45,eu
user-62,1525423977165,142,45,eu
user-62,1525435700362,142,45,eu
user-62,1525444544294,142,45,eu
user-62,1525462729719,143,45,eu
user-62,1525480003466,144,46,eu
user-62,1525520984591,145,46,eu
user-62,1525553099302,146,46,eu
user-62,1525557144469,146,46,eu
user-62,1525558941941,146,46,eu
user-62,1525567661855,146,46,eu
user-62,1525571499118,146,46,eu
user-62,1525576464113,146,46,eu
user-62,1525594020226,147,47,eu
user-62,1525599575205,147,46,eu
user-62,1525599608512,147,46,eu
user-62,1525603709761,147,46,eu
user-62,1525606134782,147,46,eu
user-62,1525609475463,147,46,eu
user-62,1525616542686,147,46,eu
user-62,1525619466829,147,46,eu
user-62,1525628419994,147,46,eu
user-62,1525631214512,147,46,eu
user-62,1525637572183,147,45,eu
user-62,1525679048451,148,45,eu
user-62,1525686564006,148,45,eu
user-62,1525690133905,148,45,eu
user-62,1525695339633,148,45,eu
user-62,1525711022304,149,46,eu
user-62,1525717663475,149,45,eu
user-62,1525721040138,149,45,eu
user-62,1525730070969,149,45,eu
user-62,1525747763224,150,46,eu
user-62,1525750085062,150,46,eu
user-62,1525756800432,150,46,eu
user-62,1525759903317,150,46,eu
user-62,1525771509873,150,45,eu
user-62,1525786399319,151,45,eu
user-62,1525810007440,152,45,eu
user-62,1525825542530,153,46,eu
user-62,1525847944910,154,46,eu
user-62,1525850746606,154,46,eu
user-62,1525902601838,155,46,eu
user-62,1525907667310,155,46,eu
user-62,1525934777025,156,45,eu
user-62,1525938109657,156,45,eu
user-62,1525972092691,157,46,eu
user-62,1526020886309,158,45,eu
user-62,1526027679336,158,45,eu
user-62,1526028884950,158,45,eu
user-62,1526056400408,159,45,eu
user-62,1526079547964,160,46,eu
user-62,1526082419192,160,46,eu
user-62,1526086632870,160,46,eu
user-62,1526092264542,160,46,eu
user-62,1526126012346,161,46,eu
user-62,1526137896232,161,46,eu
user-62,1526138722625,161,46,eu
user-62,1526157459442,162,47,eu
user-62,1526181518619,163,47,eu
user-62,1526183189744,163,47,eu
user-62,1526187942503,163,47,eu
user-62,1526194540682,163,47,eu
user-62,1526199901740,163,47,eu
user-62,1526224418719,164,47,eu
user-62,1526250693354,165,47,eu
user-62,1526257011107,165,47,eu
user-62,1526266880329,165,47,eu
user-62,1526269086539,165,47,eu
user-62,1526275199818,165,47,eu
user-62,1526277918917,165,47,eu
user-62,1526296876833,166,48,eu
user-62,1526301514806,166,47,eu
user-62,1526320915519,167,48,eu
user-62,1526338073223,168,49,eu
user-62,1526343307800,168,49,eu
user-62,1526351707323,168,49,eu
user-62,1526367710180,169,50,eu
user-62,1526379124069,169,49,eu
user-62,1526379440746,169,49,eu
user-62,1526391831083,169,49,eu
user-62,1526392471173,169,49,eu
user-62,1526409587658,170,49,eu
user-62,1526414653532,170,49,eu
user-62,1526416892654,170,49,eu
user-62,1526430985581,170,49,eu
user-62,1526441152022,170,49,eu
user-62,1526533347712,171,47,eu
user-62,1526534187411,171,47,eu
user-62,1526593862204,172,46,eu
user-62,1526593972027,172,46,eu
user-62,1526605774176,172,46,eu
user-62,1526614578422,172,46,eu
user-62,1526627755649,172,46,eu
user-62,1526639886976,172,46,eu
user-62,1526640705616,172,46,eu
user-62,1526649805606,172,46,eu
user-62,1526651521650,172,46,eu
user-62,1526668881628,173,46,eu
user-62,1526672192389,173,46,eu
user-62,1526702980544,174,45,eu
user-62,1526715515334,174,45,eu
user-62,1526724556408,174,45,eu
user-62,1526756221636,175,45,eu
user-62,1526772576711,176,46,eu
user-62,1526781809441,176,46,eu
user-62,1526793276181,176,45,eu
user-62,1526802086742,176,45,eu
user-62,1526802093710,176,45,eu
user-62,1526826243915,177,45,eu
user-62,1526832808889,177,45,eu
user-62,1526833378506,177,45,eu
user-62,1526857164768,178,45,eu
user-62,1526860331396,178,45,eu
user-62,1526876139363,179,46,eu
user-62,1526877001740,179,46,eu
user-62,1526881000923,179,46,eu
user-62,1526885511754,179,45,eu
user-62,1526892852998,179,45,eu
user-62,1526901230245,179,45,eu
user-62,1526924006653,180,45,eu
user-62,1526945661821,181,45,eu
user-62,1526945758290,181,45,eu
user-62,1526947472684,181,45,eu
user-62,1526951350316,181,45,eu
user-62,1526967000419,182,46,eu
user-62,1526979740405,182,46,eu
user-62,1526992787569,182,45,eu
user-62,1527007772869,183,46,eu
user-62,1527023351059,184,46,eu
user-62,1527089052328,185,46,eu
user-62,1527095204351,185,46,eu
user-62,1527113523522,186,46,eu
user-62,1527125115344,186,46,eu
user-62,1527155828857,187,46,eu
user-62,1527163074694,187,46,eu
user-62,1527166009111,187,46,eu
user-62,1527173008409,187,45,eu
user-62,1527199202613,188,45,eu
user-62,1527201546416,188,45,eu
user-62,1527245265735,189,45,eu
user-62,1527267391033,190,45,eu
user-62,1527267431944,190,45,eu
user-62,1527283860559,191,46,eu
user-62,1527289416427,191,46,eu
user-62,1527290343310,191,46,eu
user-62,1527314800819,192,46,eu
user-62,1527317635147,192,46,eu
user-62,1527335543649,193,47,eu
user-62,1527358920810,194,48,eu
user-62,1527361532406,194,48,eu
user-62,1527367652725,194,47,eu
user-62,1527374718677,194,47,eu
user-62,1527378352307,194,47,eu
user-62,1527385988252,194,47,eu
user-62,1527391880687,194,47,eu
user-62,1527393785890,194,47,eu
user-62,1527432725517,195,47,eu
user-62,1527448294602,196,48,eu
user-62,1527456148252,196,48,eu
user-62,1527470018058,196,47,eu
user-62,1527499124921,197,48,eu
user-62,1527503878246,197,47,eu
user-62,1527504582338,197,47,eu
user-62,1527538092840,198,46,eu
user-62,1527574135970,199,46,eu
user-62,1527589040583,200,46,eu
user-62,1527601600285,200,46,eu
user-62,1527619084990,201,47,eu
user-62,1527624531373,201,47,eu
user-62,1527625493493,201,47,eu
user-62,1527631843706,201,47,eu
user-62,1527641259263,201,46,eu
user-62,1527641806526,201,46,eu
user-62,1527647960266,201,46,eu
user-62,1527661958230,201,46,eu
user-62,1527678438216,202,46,eu
user-62,1527695507021,203,47,eu
user-62,1527698044614,203,47,eu
user-62,1527714573204,204,47,eu
user-62,1527730542027,205,48,eu
user-62,1527736622038,205,48,eu
user-62,1527738306321,205,48,eu
user-62,1527740594968,205,48,eu
user-62,1527753240219,205,48,eu
user-62,1527757081012,205,47,eu
user-62,1527776186054,206,48,eu
user-62,1527816610116,207,48,eu
user-62,1527839244058,208,48,eu
user-62,1527845078256,208,48,eu
user-62,1527881222727,209,48,eu
user-62,1527899688992,210,48,eu
user-62,1527915884101,211,49,eu
user-62,1527918484297,211,49,eu
user-62,1527922463239,211,49,eu
user-62,1527933242429,211,48,eu
user-62,1527934375801,211,48,eu
user-62,1527938572673,211,48,eu
user-62,1527939971881,211,48,eu
user-62,1527942352791,211,48,eu
user-62,1527946422399,211,48,eu
user-62,1527954473923,211,47,eu
user-62,1527960455898,211,47,eu
user-62,1527974748900,211,47,eu
user-62,1527976292571,211,47,eu
user-62,1527983121041,211,47,eu
user-62,1527988417603,211,47,eu
user-62,1528007392241,212,47,eu
user-62,1528022937644,213,48,eu
user-62,1528030928402,213,47,eu
user-62,1528045136296,213,47,eu
user-62,1528061782188,214,47,eu
user-62,1528067293630,214,47,eu
user-62,1528075050947,214,47,eu
user-62,1528094113397,215,47,eu
user-62,1528112381304,216,48,eu
user-62,1528113602341,216,48,eu
user-62,1528129720319,217,48,eu
user-62,1528150098766,218,49,eu
user-62,1528151858098,218,49,eu
user-62,1528161613370,218,49,eu
user-62,1528164698049,218,49,eu
user-62,1528166833954,218,49,eu
user-62,1528176989286,218,48,eu
user-62,1528183204979,218,48,eu
user-62,1528203781882,219,49,eu
user-62,1528205014684,219,49,eu
user-62,1528205300222,219,49,eu
user-62,1528213944060,219,49,eu
user-62,1528217458490,219,49,eu
user-62,1528242270489,220,50,eu
user-62,1528251114217,220,50,eu
user-62,1528251840210,220,50,eu
user-62,1528286789105,221,50,eu
user-62,1528304552571,222,51,eu
user-62,1528311949138,222,51,eu
user-62,1528326990882,223,52,eu
user-62,1528349803848,224,53,eu
user-62,1528386135814,225,53,eu
user-62,1528401851704,226,53,eu
user-62,1528424590911,227,54,eu
user-62,1528435304547,227,54,eu
user-62,1528476654640,228,54,eu
user-62,1528478203968,228,54,eu
user-62,1528492533389,228,53,eu
user-62,1528518006244,229,54,eu
user-62,1528525918415,229,54,eu
user-62,1528540477653,230,54,eu
user-62,1528547173343,230,54,eu
user-62,1528555359949,230,54,eu
user-62,1528560273794,230,54,eu
user-62,1528585719806,231,54,eu
user-62,1528590215019,231,53,eu
user-62,1528613299590,232,54,eu
user-62,1528624919861,232,54,eu
user-62,1528639777104,233,54,eu
user-62,1528648429983,233,54,eu
user-62,1528657896443,233,53,eu
user-62,1528684955860,234,53,eu
user-62,1528698347539,234,53,eu
user-62,1528710110492,234,53,eu
user-62,1528713088761,234,53,eu
user-62,1528747116902,235,52,eu
user-62,1528755862608,235,51,eu
user-62,1528765381327,235,51,eu
user-62,1528772864279,235,51,eu
user-62,1528787407669,236,52,eu
user-62,1528828478943,237,52,eu
user-62,1528835223740,237,52,eu
user-62,1528853680702,238,52,eu
user-62,1528926925413,239,52,eu
user-62,1528927302252,239,52,eu
user-62,1528943451530,240,52,eu
user-62,1528947784678,240,52,eu
user-62,1528955028615,240,52,eu
user-62,1528956703553,240,52,eu
user-62,1528956718649,240,52,eu
user-62,1528969233348,240,52,eu
user-62,1528984229871,241,52,eu
user-62,1528984245317,241,52,eu
user-62,1528985688216,241,52,eu
user-62,1528988036951,241,52,eu
user-62,1529001152197,241,51,eu
user-62,1529030824525,242,51,eu
user-62,1529069369620,243,50,eu
user-62,1529098527596,244,51,eu
user-62,1529102314264,244,51,eu
user-62,1529113629730,244,51,eu
user-62,1529121619540,244,51,eu
user-62,1529129050657,244,50,eu
user-62,1529155287930,245,51,eu
user-62,1529188245361,246,51,eu
user-62,1529217317154,247,51,eu
user-62,1529226412507,247,51,eu
user-62,1529229140795,247,51,eu
user-62,1529240539099,247,50,eu
user-62,1529252604784,247,50,eu
user-62,1529257827882,247,50,eu
user-62,1529258056333,247,50,eu
user-62,1529265918071,247,50,eu
user-62,1529276178152,247,49,eu
user-62,1529287243463,247,49,eu
user-62,1529323124457,248,49,eu
user-62,1529328226707,248,49,eu
user-62,1529330089961,248,48,eu
user-62,1529340184156,248,48,eu
user-62,1529374589497,249,49,eu
user-62,1529419405631,250,48,eu
user-62,1529420354736,250,48,eu
user-62,1529426150506,250,47,eu
user-62,1529435228755,250,47,eu
user-62,1529445346355,250,46,eu
user-62,1529459684160,250,46,eu
user-62,1529460614700,250,46,eu
user-62,1529465638079,250,46,eu
user-62,1529471666630,250,46,eu
user-62,1529473172170,250,46,eu
user-62,1529482523711,250,46,eu
user-62,1529502006464,251,46,eu
user-62,1529503576906,251,46,eu
user-62,1529523748354,252,46,eu
user-62,1529524847071,252,46,eu
user-62,1529526069017,252,46,eu
user-62,1529531598768,252,46,eu
user-62,1529569253993,253,46,eu
user-62,1529571804879,253,46,eu
user-62,1529572921738,253,46,eu
user-62,1529583636076,253,45,eu
user-62,1529585133558,253,45,eu
user-62,1529605356978,254,46,eu
user-62,1529651631749,255,45,eu
user-62,1529696684838,256,46,eu
user-62,1529710483880,256,46,eu
user-62,1529739163556,257,45,eu
user-62,1529744122384,257,45,eu
user-62,1529744402094,257,45,eu
user-62,1529749300739,257,45,eu
user-62,1529758526212,257,45,eu
user-62,1529764700210,257,45,eu
user-62,1529781417963,258,45,eu
user-62,1529801877234,259,46,eu
user-62,1529804036734,259,45,eu
user-62,1529805244321,259,45,eu
user-62,1529808405111,259,45,eu
user-62,1529813239531,259,45,eu
user-62,1529826489168,259,44,eu
user-62,1529830090129,259,44,eu
user-62,1529839891457,259,44,eu
user-62,1529858488386,260,43,eu
user-62,1529861647488,260,43,eu
user-62,1529862959253,260,43,eu
user-62,1529873616352,260,43,eu
user-62,1529875890676,260,43,eu
user-62,1529886933429,260,43,eu
user-62,1529899359031,260,43,eu
user-62,1529911782827,260,42,eu
user-62,1529944719326,261,43,eu
user-62,1529948619184,261,42,eu
user-62,1529951639685,261,42,eu
user-62,1529964742090,261,42,eu
user-62,1529972126657,261,42,eu
user-62,1529985927375,261,41,eu
user-62,1529991360421,261,41,eu
user-62,1530008211178,262,42,eu
user-62,1530022280258,262,41,eu
user-62,1530025449446,262,41,eu
user-62,1530064695098,263,40,eu
user-62,1530069464305,263,40,eu
user-62,1530070567510,263,40,eu
user-62,1530096449306,264,40,eu
user-62,1530109638956,264,40,eu
user-62,1530128405662,265,40,eu
user-62,1530168330549,266,39,eu
user-62,1530176932075,266,39,eu
user-62,1530180156067,266,39,eu
user-62,1530202510809,267,40,eu
user-62,1530204593072,267,40,eu
user-62,1530231907882,268,40,eu
user-62,1530242918348,268,40,eu
user-62,1530280450519,269,40,eu
user-62,1530298552290,270,40,eu
user-62,1530303492349,270,40,eu
user-62,1530312209428,270,40,eu
user-62,1530335088329,271,40,eu
user-62,1530341579678,271,40,eu
user-62,1530343505252,271,40,eu
user-62,1530348543945,271,40,eu
user-62,1530352761481,271,40,eu
user-62,1530366478043,271,39,eu
user-62,1530380199189,271,39,eu
user-62,1530382865178,271,39,eu
user-62,1530385286771,271,39,eu
user-62,1530386831414,271,38,eu
user-62,1530398246290,271,38,eu
user-62,1530400726900,271,38,eu
user-62,1530406811456,271,38,eu
user-62,1530422794531,272,39,eu
user-62,1530439179314,273,40,eu
